batch_date,product_line,raw_material_supplier,shift,batch_size_units,operator,machine_id,planned_cycle_time_min,material_grade,humidity_pct,temperature_c,rush_order
2025-01-05,Line A,Supplier 4,evening,714,Operator 8,Machine 2,34.9,standard,52.72,23.09,false
2024-06-07,Line B,Supplier 3,day,332,Operator 4,Machine 4,8.56,standard,33.45,24.94,false
2024-10-12,Line C,Supplier 1,evening,1213,Operator 2,Machine 6,48.3,premium,23.62,36.01,false
2024-03-26,Line C,Supplier 2,evening,1233,Operator 5,Machine 3,32.54,standard,53.42,22.23,false
2024-12-29,Line C,Supplier 3,day,946,Operator 3,Machine 2,11.44,premium,56.1,31.76,false
2025-01-07,Line B,Supplier 5,night,1038,Operator 2,Machine 2,39.88,premium,47.4,17.34,false
2024-08-03,Line B,Supplier 5,day,536,Operator 4,Machine 1,20.8,premium,40.62,13.75,false
2025-12-17,Line A,Supplier 5,day,583,Operator 3,Machine 4,34.94,standard,69.76,20.65,false
2025-11-23,Line A,Supplier 3,evening,1259,Operator 5,Machine 2,26.3,premium,45.38,20.35,false
2025-07-15,Line C,Supplier 5,day,304,Operator 1,Machine 2,21.73,premium,48.56,15.66,false
2025-06-29,Line C,Supplier 5,day,890,Operator 7,Machine 2,32.53,premium,48.97,22.75,false
2025-01-10,Line C,Supplier 5,evening,739,Operator 3,Machine 6,32.82,standard,57.86,23.12,true
2025-11-24,Line B,Supplier 2,day,767,Operator 1,Machine 5,53.85,premium,35.9,17.32,false
2025-03-25,Line A,Supplier 4,night,538,Operator 8,Machine 1,20.09,premium,44.72,16.8,true
2024-12-06,Line A,Supplier 1,evening,1153,Operator 6,Machine 2,35.38,premium,30.57,24.0,false
2024-05-26,Line B,Supplier 5,day,662,Operator 2,Machine 2,33.3,premium,74.41,16.13,false
2024-09-03,Line A,Supplier 5,day,521,Operator 7,Machine 1,49.94,premium,66.8,18.57,false
2024-02-29,Line A,Supplier 4,night,928,Operator 2,Machine 2,43.46,premium,36.19,33.25,false
2024-05-09,Line A,Supplier 2,evening,976,Operator 3,Machine 4,41.45,premium,39.09,30.08,false
2024-03-26,Line A,Supplier 5,night,627,Operator 4,Machine 6,49.45,premium,38.16,19.02,true
2024-03-08,Line C,Supplier 3,day,548,Operator 6,Machine 6,12.35,premium,52.1,16.95,false
2025-06-11,Line C,Supplier 1,evening,645,Operator 5,Machine 1,46.67,premium,24.28,16.47,false
2024-01-10,Line C,Supplier 1,day,591,Operator 2,Machine 4,26.06,premium,58.02,12.24,false
2025-09-20,Line A,Supplier 1,day,459,Operator 2,Machine 2,6.37,premium,66.02,32.87,false
2025-08-14,Line A,Supplier 4,evening,714,Operator 1,Machine 6,23.42,premium,49.29,31.48,false
2024-03-22,Line D,Supplier 4,evening,385,Operator 7,Machine 3,29.03,premium,47.37,26.25,false
2024-07-12,Line C,Supplier 2,day,1134,Operator 2,Machine 6,36.14,premium,33.12,22.57,true
2025-07-17,Line B,Supplier 2,evening,1796,Operator 2,Machine 6,34.71,standard,54.08,18.48,true
2025-11-28,Line D,Supplier 4,evening,960,Operator 2,Machine 3,36.07,premium,57.49,18.09,false
2024-05-17,Line B,Supplier 2,evening,982,Operator 3,Machine 1,30.1,standard,59.7,24.8,false
2024-06-04,Line C,Supplier 2,night,463,Operator 8,Machine 5,44.78,premium,42.93,25.69,true
2025-01-08,Line B,Supplier 3,evening,963,Operator 2,Machine 4,16.85,premium,41.78,32.27,false
2025-09-28,Line A,Supplier 2,night,1070,Operator 6,Machine 2,39.06,premium,35.81,30.62,false
2025-11-15,Line A,Supplier 5,day,955,Operator 8,Machine 3,33.3,premium,35.23,13.63,false
2025-11-30,Line C,Supplier 3,evening,869,Operator 1,Machine 6,35.52,premium,60.41,19.47,false
2025-01-24,Line B,Supplier 4,night,709,Operator 6,Machine 3,47.54,premium,41.51,17.79,false
2024-07-09,Line A,Supplier 1,night,796,Operator 2,Machine 1,36.63,premium,20.0,25.15,true
2025-08-08,Line C,Supplier 3,evening,743,Operator 6,Machine 3,19.05,premium,35.47,22.55,false
2024-02-02,Line C,Supplier 4,day,333,Operator 5,Machine 6,34.41,premium,60.03,40.0,false
2024-01-26,Line B,Supplier 4,night,1624,Operator 2,Machine 4,41.97,standard,67.52,29.16,false
2024-12-10,Line A,Supplier 3,evening,839,Operator 7,Machine 5,32.37,premium,72.08,16.59,false
2024-05-01,Line A,Supplier 1,evening,537,Operator 8,Machine 2,32.05,standard,51.31,39.58,false
2025-11-30,Line C,Supplier 3,night,881,Operator 3,Machine 1,9.01,premium,49.46,22.1,false
2024-02-15,Line C,Supplier 3,evening,629,Operator 5,Machine 4,25.56,premium,43.54,13.49,true
2025-11-05,Line A,Supplier 4,day,231,Operator 7,Machine 5,30.69,premium,42.86,22.04,false
2024-06-28,Line A,Supplier 2,night,1088,Operator 3,Machine 5,38.37,premium,32.36,21.31,true
2024-03-16,Line B,Supplier 3,evening,648,Operator 2,Machine 4,17.51,premium,34.27,21.45,false
2024-08-20,Line D,Supplier 3,evening,964,Operator 2,Machine 4,14.46,premium,70.12,20.36,false
2024-11-21,Line A,Supplier 3,night,778,Operator 7,Machine 6,14.51,premium,37.99,33.58,true
2025-03-09,Line A,Supplier 5,day,1182,Operator 2,Machine 3,53.87,standard,63.41,12.11,false
2025-05-10,Line B,Supplier 5,day,74,Operator 2,Machine 5,42.98,premium,45.88,16.63,false
2024-06-19,Line C,Supplier 1,day,450,Operator 2,Machine 6,33.37,standard,60.84,25.32,false
2024-07-16,Line C,Supplier 3,night,1045,Operator 2,Machine 1,17.72,standard,44.71,30.36,false
2025-05-15,Line C,Supplier 3,day,355,Operator 7,Machine 4,29.32,premium,31.21,19.45,true
2024-05-14,Line A,Supplier 5,night,853,Operator 6,Machine 5,41.9,premium,41.71,13.1,false
2025-11-07,Line A,Supplier 3,evening,340,Operator 1,Machine 2,24.15,premium,44.07,26.28,false
2024-04-25,Line A,Supplier 1,evening,520,Operator 7,Machine 3,40.68,standard,54.53,33.15,false
2025-06-18,Line B,Supplier 5,day,461,Operator 2,Machine 2,38.09,premium,54.79,33.07,false
2024-12-16,Line B,Supplier 1,day,234,Operator 2,Machine 5,46.62,standard,67.71,27.2,false
2025-02-25,Line A,Supplier 5,day,154,Operator 7,Machine 6,37.56,premium,51.81,17.45,false
2025-08-03,Line A,Supplier 4,night,310,Operator 1,Machine 1,11.81,standard,62.9,29.34,false
2024-02-04,Line D,Supplier 2,day,306,Operator 8,Machine 4,20.94,premium,46.85,31.73,false
2025-11-06,Line B,Supplier 2,day,246,Operator 4,Machine 5,27.62,standard,55.75,12.07,false
2024-08-17,Line B,Supplier 4,evening,956,Operator 2,Machine 4,45.14,standard,58.47,30.12,true
2025-11-21,Line D,Supplier 3,night,213,Operator 6,Machine 5,31.95,premium,41.49,14.34,true
2024-11-20,Line A,Supplier 4,day,825,Operator 6,Machine 2,26.96,premium,47.05,18.89,false
2024-07-02,Line C,Supplier 1,day,797,Operator 8,Machine 5,28.03,premium,28.82,30.13,true
2024-08-24,Line A,Supplier 3,evening,339,Operator 2,Machine 1,19.35,standard,66.32,23.84,false
2025-07-18,Line A,Supplier 5,evening,203,Operator 8,Machine 5,21.06,premium,29.96,3.17,false
2025-06-06,Line A,Supplier 4,night,965,Operator 6,Machine 6,48.37,premium,33.24,34.5,true
2024-02-11,Line B,Supplier 4,evening,1456,Operator 2,Machine 4,35.95,premium,23.29,16.6,false
2024-03-17,Line A,Supplier 3,day,163,Operator 1,Machine 5,20.87,standard,54.76,17.3,false
2025-07-02,Line A,Supplier 5,night,50,Operator 5,Machine 5,52.45,premium,49.2,21.73,false
2024-12-09,Line D,Supplier 5,night,1048,Operator 1,Machine 5,39.2,standard,62.83,25.25,true
2024-08-25,Line A,Supplier 1,day,500,Operator 7,Machine 1,34.51,premium,28.28,20.47,false
2024-02-01,Line C,Supplier 3,day,804,Operator 6,Machine 6,8.24,premium,41.01,18.17,false
2025-01-12,Line C,Supplier 1,evening,593,Operator 5,Machine 4,42.83,standard,58.35,17.67,false
2025-09-24,Line C,Supplier 3,night,50,Operator 7,Machine 4,29.78,standard,62.5,23.1,false
2024-01-03,Line D,Supplier 2,evening,531,Operator 6,Machine 1,21.64,standard,53.94,23.51,false
2024-09-18,Line D,Supplier 3,day,1078,Operator 2,Machine 3,21.31,premium,34.14,37.46,false
2025-05-06,Line B,Supplier 1,day,600,Operator 3,Machine 4,57.07,premium,53.82,17.25,false
2025-09-11,Line C,Supplier 3,night,830,Operator 8,Machine 4,13.83,premium,47.18,25.33,true
2024-06-15,Line B,Supplier 2,evening,406,Operator 4,Machine 5,30.93,premium,33.22,19.64,false
2024-11-09,Line D,Supplier 2,evening,1016,Operator 2,Machine 6,24.35,standard,60.21,15.94,false
2025-12-08,Line B,Supplier 4,day,1023,Operator 2,Machine 2,39.67,premium,42.98,24.81,false
2024-09-08,Line D,Supplier 2,day,176,Operator 3,Machine 5,25.4,premium,40.03,22.3,false
2025-08-08,Line B,Supplier 4,evening,1316,Operator 2,Machine 1,43.3,premium,45.99,25.72,false
2024-05-18,Line A,Supplier 2,evening,1121,Operator 5,Machine 2,31.14,premium,37.38,15.19,false
2025-06-14,Line A,Supplier 1,day,185,Operator 6,Machine 5,45.88,premium,44.5,12.4,false
2024-12-19,Line D,Supplier 3,day,804,Operator 7,Machine 6,13.12,premium,32.1,13.08,false
2024-06-18,Line C,Supplier 3,night,599,Operator 6,Machine 4,11.08,premium,45.72,25.52,true
2025-09-22,Line D,Supplier 2,day,536,Operator 7,Machine 5,31.86,premium,21.95,15.07,false
2024-11-23,Line A,Supplier 4,day,50,Operator 7,Machine 5,26.37,premium,52.1,21.29,false
2025-09-12,Line B,Supplier 2,evening,50,Operator 1,Machine 5,46.42,premium,42.86,12.98,false
2025-02-16,Line B,Supplier 1,day,873,Operator 3,Machine 5,19.76,premium,21.2,21.49,false
2024-06-15,Line A,Supplier 1,night,844,Operator 1,Machine 1,61.9,premium,48.31,27.29,true
2024-05-26,Line B,Supplier 1,day,708,Operator 7,Machine 4,47.25,premium,38.55,18.22,false
2024-09-30,Line A,Supplier 2,night,998,Operator 2,Machine 6,29.89,premium,67.5,10.61,false
2024-07-12,Line B,Supplier 1,night,667,Operator 5,Machine 3,40.64,premium,28.47,20.41,false
2024-06-13,Line A,Supplier 3,night,1245,Operator 6,Machine 6,32.14,premium,25.8,21.51,false
2025-07-05,Line A,Supplier 1,night,641,Operator 4,Machine 3,12.6,premium,21.87,17.58,false
2024-03-16,Line A,Supplier 4,night,564,Operator 1,Machine 6,51.76,premium,49.32,19.42,false
2024-09-16,Line A,Supplier 4,evening,298,Operator 5,Machine 4,32.58,standard,53.22,24.02,false
2024-10-15,Line A,Supplier 5,evening,562,Operator 5,Machine 1,33.98,premium,67.0,23.66,true
2024-09-14,Line A,Supplier 2,evening,704,Operator 6,Machine 1,27.18,premium,26.07,22.64,false
2025-03-06,Line A,Supplier 3,night,206,Operator 1,Machine 4,34.67,premium,39.72,24.25,false
2025-06-25,Line C,Supplier 3,evening,729,Operator 7,Machine 4,19.11,premium,46.47,10.66,false
2024-12-16,Line A,Supplier 4,night,643,Operator 3,Machine 6,30.23,standard,50.18,11.94,true
2025-05-17,Line B,Supplier 4,night,997,Operator 6,Machine 3,38.98,standard,61.0,33.76,false
2025-07-25,Line A,Supplier 1,day,829,Operator 4,Machine 5,38.74,standard,51.09,25.92,false
2025-03-16,Line C,Supplier 2,evening,1062,Operator 7,Machine 2,52.21,premium,48.73,24.47,false
2025-04-13,Line C,Supplier 3,night,344,Operator 7,Machine 6,18.28,premium,66.07,18.05,true
2024-07-10,Line D,Supplier 1,day,153,Operator 7,Machine 6,53.38,premium,48.37,34.21,false
2024-06-06,Line B,Supplier 1,night,425,Operator 4,Machine 4,24.95,premium,38.88,14.36,false
2024-11-07,Line B,Supplier 5,night,763,Operator 1,Machine 2,37.51,standard,65.35,27.31,false
2025-09-18,Line B,Supplier 4,night,835,Operator 4,Machine 1,35.32,premium,43.35,18.78,false
2025-02-01,Line C,Supplier 3,night,687,Operator 7,Machine 4,5.55,standard,76.03,19.61,true
2025-06-19,Line A,Supplier 5,day,1282,Operator 2,Machine 2,28.49,standard,54.87,16.92,false
2024-12-31,Line C,Supplier 1,day,50,Operator 3,Machine 5,31.28,premium,34.28,23.97,false
2024-09-18,Line B,Supplier 4,night,115,Operator 2,Machine 5,20.84,standard,65.99,18.52,false
2025-06-08,Line B,Supplier 1,day,1108,Operator 2,Machine 3,22.93,premium,51.0,15.75,true
2025-10-20,Line A,Supplier 3,day,786,Operator 3,Machine 4,40.65,premium,20.0,11.81,false
2024-02-21,Line C,Supplier 4,day,50,Operator 8,Machine 3,14.13,standard,62.28,31.12,false
2024-01-05,Line D,Supplier 3,evening,960,Operator 2,Machine 2,22.24,premium,67.16,15.26,false
2024-05-08,Line B,Supplier 3,day,563,Operator 7,Machine 2,8.2,premium,35.58,10.16,false
2024-11-02,Line A,Supplier 1,evening,724,Operator 3,Machine 2,49.01,premium,23.39,13.62,false
2024-11-27,Line D,Supplier 2,evening,922,Operator 2,Machine 1,60.72,premium,45.75,28.02,false
2024-01-08,Line A,Supplier 2,day,1338,Operator 2,Machine 6,22.32,standard,59.8,11.64,false
2025-12-12,Line C,Supplier 5,night,685,Operator 7,Machine 3,55.46,premium,55.46,30.51,false
2025-09-26,Line C,Supplier 1,day,926,Operator 2,Machine 1,31.12,premium,46.33,21.51,false
2024-04-14,Line B,Supplier 1,evening,768,Operator 2,Machine 1,27.34,premium,32.01,13.15,false
2024-01-10,Line B,Supplier 1,night,628,Operator 7,Machine 4,8.09,standard,61.5,14.94,false
2024-05-23,Line B,Supplier 2,day,759,Operator 3,Machine 5,24.9,premium,58.33,10.96,false
2024-10-23,Line A,Supplier 3,night,522,Operator 2,Machine 3,23.29,premium,21.54,40.0,false
2025-02-21,Line A,Supplier 2,night,1116,Operator 2,Machine 3,42.83,premium,24.21,23.58,true
2024-02-25,Line A,Supplier 2,night,1068,Operator 8,Machine 3,28.09,standard,52.14,15.86,false
2024-03-17,Line B,Supplier 5,evening,697,Operator 7,Machine 5,33.2,standard,72.79,15.17,false
2024-02-13,Line D,Supplier 5,night,569,Operator 5,Machine 4,14.02,premium,63.53,16.62,true
2024-01-22,Line D,Supplier 2,night,751,Operator 5,Machine 3,25.2,premium,45.01,12.9,true
2025-11-25,Line B,Supplier 5,night,500,Operator 5,Machine 1,31.5,standard,81.9,24.92,false
2025-11-04,Line C,Supplier 5,evening,1129,Operator 2,Machine 5,48.16,premium,53.63,18.53,true
2025-02-22,Line D,Supplier 2,night,1158,Operator 2,Machine 3,21.85,premium,72.17,15.13,false
2025-05-10,Line D,Supplier 2,night,249,Operator 4,Machine 5,27.82,premium,52.8,19.79,true
2025-06-17,Line D,Supplier 1,evening,497,Operator 3,Machine 3,25.75,premium,39.39,20.44,false
2025-09-01,Line C,Supplier 2,night,604,Operator 3,Machine 6,26.13,premium,67.62,25.2,true
2025-02-06,Line B,Supplier 1,day,408,Operator 2,Machine 3,29.78,standard,74.19,12.81,false
2024-01-07,Line A,Supplier 3,night,616,Operator 7,Machine 5,34.79,premium,93.13,40.0,false
2024-03-02,Line B,Supplier 3,night,638,Operator 3,Machine 3,34.88,standard,57.35,21.29,false
2024-05-13,Line B,Supplier 3,evening,469,Operator 7,Machine 6,6.46,standard,59.07,15.93,false
2024-10-07,Line A,Supplier 3,day,1346,Operator 7,Machine 5,14.69,premium,20.26,16.0,false
2024-05-19,Line B,Supplier 3,night,1090,Operator 2,Machine 2,36.02,premium,41.64,20.6,true
2025-09-01,Line C,Supplier 2,night,697,Operator 6,Machine 3,31.64,premium,60.5,19.75,false
2025-11-07,Line A,Supplier 1,night,87,Operator 7,Machine 1,26.73,premium,44.51,21.9,false
2024-12-30,Line A,Supplier 5,evening,349,Operator 3,Machine 6,22.16,standard,72.81,39.34,false
2024-07-27,Line D,Supplier 3,day,222,Operator 3,Machine 4,14.51,premium,37.41,26.99,false
2025-12-25,Line D,Supplier 2,day,904,Operator 6,Machine 4,38.76,premium,75.8,32.11,false
2025-11-11,Line D,Supplier 3,night,1291,Operator 2,Machine 5,12.38,premium,50.0,14.91,false
2025-06-16,Line A,Supplier 1,evening,784,Operator 4,Machine 3,55.14,premium,34.54,22.37,false
2025-12-31,Line A,Supplier 5,day,1107,Operator 4,Machine 5,40.86,premium,44.58,18.75,false
2024-02-22,Line B,Supplier 3,day,838,Operator 5,Machine 5,13.2,premium,58.39,20.25,false
2024-12-27,Line B,Supplier 2,evening,874,Operator 5,Machine 5,37.2,premium,20.0,22.77,false
2025-01-06,Line D,Supplier 2,night,522,Operator 1,Machine 4,30.7,premium,32.02,15.97,true
2024-03-27,Line D,Supplier 3,day,734,Operator 4,Machine 3,9.9,premium,77.65,20.51,false
2024-07-23,Line A,Supplier 3,night,161,Operator 6,Machine 5,19.87,premium,54.26,19.04,false
2025-12-21,Line A,Supplier 5,night,1072,Operator 7,Machine 6,24.07,standard,55.39,14.83,true
2024-08-12,Line B,Supplier 4,evening,975,Operator 2,Machine 2,23.3,premium,77.89,12.31,false
2025-05-12,Line B,Supplier 1,evening,416,Operator 2,Machine 2,23.67,premium,68.55,12.88,false
2025-04-12,Line C,Supplier 3,evening,409,Operator 7,Machine 4,5.0,premium,36.99,26.03,false
2024-08-21,Line C,Supplier 5,day,350,Operator 4,Machine 1,30.59,premium,44.29,16.07,false
2024-02-27,Line A,Supplier 5,evening,1083,Operator 2,Machine 3,27.63,premium,49.72,32.04,false
2025-05-22,Line A,Supplier 5,evening,1279,Operator 6,Machine 3,26.21,premium,20.13,17.41,false
2024-09-24,Line A,Supplier 5,evening,370,Operator 8,Machine 3,22.98,standard,50.49,14.91,false
2024-02-19,Line B,Supplier 4,day,226,Operator 1,Machine 5,36.52,standard,70.79,23.39,false
2024-01-09,Line C,Supplier 3,night,598,Operator 3,Machine 5,49.38,premium,39.04,16.31,true
2025-05-08,Line D,Supplier 4,evening,528,Operator 8,Machine 6,24.54,premium,37.36,23.21,false
2024-11-29,Line D,Supplier 5,night,1456,Operator 4,Machine 4,52.36,standard,57.34,15.51,false
2025-12-10,Line B,Supplier 4,day,341,Operator 5,Machine 3,36.71,premium,79.02,10.15,false
2024-07-22,Line C,Supplier 4,evening,422,Operator 8,Machine 5,32.97,premium,66.6,17.17,false
2024-01-28,Line B,Supplier 2,evening,50,Operator 1,Machine 5,41.54,premium,37.93,28.24,false
2025-06-20,Line D,Supplier 3,night,401,Operator 7,Machine 6,36.89,premium,39.02,27.28,true
2025-06-04,Line B,Supplier 1,evening,387,Operator 3,Machine 3,40.81,premium,52.79,29.23,false
2024-06-21,Line A,Supplier 3,night,831,Operator 3,Machine 6,21.32,premium,24.59,25.11,true
2024-03-13,Line D,Supplier 1,evening,50,Operator 8,Machine 5,51.9,standard,52.42,23.16,false
2025-12-30,Line D,Supplier 5,evening,101,Operator 8,Machine 5,23.78,premium,42.39,24.27,false
2025-01-08,Line B,Supplier 2,day,873,Operator 5,Machine 4,23.49,premium,37.56,12.85,false
2025-06-06,Line D,Supplier 1,day,176,Operator 4,Machine 5,39.62,premium,29.41,18.89,false
2025-04-12,Line D,Supplier 3,night,969,Operator 8,Machine 3,9.1,premium,21.45,22.22,false
2024-12-25,Line A,Supplier 4,night,643,Operator 7,Machine 1,28.84,premium,33.02,24.58,false
2025-01-17,Line D,Supplier 2,evening,827,Operator 1,Machine 2,34.77,premium,44.78,25.09,false
2025-05-08,Line D,Supplier 4,day,874,Operator 5,Machine 4,35.31,premium,48.37,29.13,false
2025-10-10,Line B,Supplier 1,day,673,Operator 1,Machine 2,35.93,premium,30.35,17.59,false
2024-08-07,Line D,Supplier 3,day,503,Operator 3,Machine 5,5.0,standard,29.53,18.34,true
2024-10-10,Line A,Supplier 5,evening,442,Operator 3,Machine 1,39.92,premium,55.9,17.25,false
2024-07-11,Line A,Supplier 3,evening,512,Operator 2,Machine 2,40.74,premium,36.27,24.07,false
2025-05-29,Line D,Supplier 4,day,391,Operator 2,Machine 5,26.71,standard,51.63,28.84,false
2025-10-04,Line D,Supplier 5,evening,600,Operator 6,Machine 5,22.38,standard,52.16,29.9,false
2025-11-18,Line C,Supplier 3,day,82,Operator 5,Machine 5,40.76,premium,34.32,20.6,false
2025-10-21,Line A,Supplier 2,evening,839,Operator 7,Machine 3,38.77,premium,33.08,22.66,false
2025-10-02,Line A,Supplier 5,night,50,Operator 7,Machine 5,58.88,premium,21.35,22.42,true
2024-09-24,Line B,Supplier 5,day,641,Operator 4,Machine 1,46.71,premium,54.29,30.25,false
2025-01-25,Line B,Supplier 3,evening,1286,Operator 2,Machine 3,5.0,premium,41.08,13.86,false
2025-05-09,Line D,Supplier 4,day,261,Operator 6,Machine 5,28.23,standard,51.35,19.2,false
2025-06-06,Line C,Supplier 1,night,507,Operator 6,Machine 1,22.86,standard,58.65,13.44,false
2024-02-15,Line A,Supplier 3,day,581,Operator 6,Machine 1,8.45,premium,43.33,17.47,true
2025-10-02,Line A,Supplier 3,evening,490,Operator 6,Machine 5,27.43,standard,69.31,12.21,false
2024-08-14,Line D,Supplier 4,night,640,Operator 7,Machine 5,46.83,standard,56.51,37.17,false
2024-03-24,Line A,Supplier 1,day,1276,Operator 2,Machine 2,43.51,premium,42.47,21.22,false
2025-12-16,Line D,Supplier 3,night,745,Operator 8,Machine 1,19.68,premium,39.5,16.86,false
2024-01-09,Line D,Supplier 3,day,1387,Operator 5,Machine 6,6.36,premium,48.9,19.83,false
2024-12-11,Line D,Supplier 3,night,845,Operator 2,Machine 3,23.66,standard,53.69,27.66,false
2024-09-15,Line C,Supplier 1,night,1089,Operator 4,Machine 2,28.71,premium,31.28,8.11,false
2024-02-17,Line A,Supplier 1,day,573,Operator 1,Machine 2,20.53,premium,37.59,23.13,false
2025-10-16,Line D,Supplier 5,day,348,Operator 4,Machine 1,33.81,premium,51.62,19.76,false
2025-01-07,Line A,Supplier 1,evening,321,Operator 6,Machine 4,38.28,premium,59.84,24.12,true
2025-12-28,Line A,Supplier 5,night,1018,Operator 2,Machine 1,26.9,standard,25.15,17.93,true
2024-11-03,Line A,Supplier 3,evening,329,Operator 3,Machine 2,13.87,premium,32.56,9.31,true
2024-07-30,Line A,Supplier 5,night,1426,Operator 2,Machine 2,32.32,standard,28.53,25.34,false
2025-02-08,Line A,Supplier 2,night,740,Operator 4,Machine 2,17.32,premium,56.07,24.32,false
2025-01-03,Line B,Supplier 3,night,320,Operator 1,Machine 4,28.85,premium,65.56,19.74,false
2024-04-25,Line B,Supplier 5,day,307,Operator 3,Machine 2,33.25,premium,42.31,21.67,false
2025-01-16,Line A,Supplier 3,evening,1220,Operator 2,Machine 6,25.46,standard,71.07,27.47,false
